Rating,Review Text,SA,Sentiment
4,nth time stayed hotel always praises hotel staff reservations group housekeeping group particularly bell concierge security room service staff especially john waiters served us symposium serving uno restaurant front desk personnel facilitated check 22 may 2016 unfortunately could say front desk personnel named abby abbie wanted elderly lumbar problem line long queue people checking 25 may 2016 account already settled previous night yet get room cards surrendering give us pass security could leave hotel also observed uno restaurant gets filled hotel guests breakfast guests directed proceed chinese restaurant choices food limited food refills slow coming cutlery even wrapped cloth napkin like uno room toilet bath installation bidet would good idea waterfront mactan bidets toilet bath,0.7862,Positive
4,disappointed welcome drink thirsty arrived room excellent service could better front desk slow variety food good welcome feeling staff bit lagging though,0.8957,Positive
3,dissapointing comfort room small wat disgusting flush bowl twice three times malfunction n wen u call engineering fix took long fairness food ok n staff accomodating,0.0772,Positive
5,excellent service hotel accomodation sumptous buffet breakfast nice lobby clean respectful hospitable staff nice location room thing need improve parking lot basement tight need spacious little bit,0.9517,Positive
5,awesome place stay staff friendly room spacious bed linens comfy restful sleep everyday food superb variety choose near places one would love go,0.959,Positive
4,2 days stay friends room upgraded suite thank gesture good night sleep good shower important outstanding food staff come across superb advice please bring universal adapter housekeeping limited lucky suite come desk top computer use usb connection change phone must try restaurant chinese restaurant located lobby level good food friendly service good recommendation staff food order location close ayala shopping center taxi cost less 50 pesos hotel security good friendly,0.9911,Positive
4,nice hotel central location close ayala center took around 5 minutes walk ayala mall walk past rough places get food coffee drinks expensive lobby area service much better waterfront airport hotel water much less p35 large bottle quick stop walked outside hotel premises ayala mall coffee shops bos coffee seattles best starbucks also supermarket metro supermarket mall well room stayed nice view facing ayala center issues room decent size superior room,0.9451,Positive
3,arrival supposed twin double 2 adults 2 kids provided 2 single beds upon informing given another single bed 2 people still sleep single bed reservation accepted bookingcom 4 persons wasnt really available atall corridors next door rooms noisy paper thin construction pool saving grace stay numerous e mails waterfront unanswered without bookingcom hastening bit disappointing would rather stay elegant circle inn never let,0.4767,Positive
4,one night experience waterfront relaxing strongly commend housekeeping staff room307 day 2223may3016 appreciated warmness hospitality ms pams service also receptionist attended needs stay,0.9186,Positive
4,waterfront cebu city hotel casino well located within short distance many sights city de luxe room 16th floor nicely appointed good view city airport service hotel quite pricey p800 one way service one may take white taxi airport metered cost p300 food beverages hotel expensive though bottle water nature spring500ml cost outrageous p130 vatthe hotel though well recommended families business people swimming pool gym much appreciated breakfast spread superb staff service excellent,0.9578,Positive
4,nice location though traffic hotel good fast crew service good food though cocktails lobby bar really good bedbugs already please address overall rate good value money plan go back visit cebu,0.9531,Positive
3,overall good experience concierge good bell boys courteous room attendants helpful taxi service foyer secured although room looks average bathroom looks average cleanliness evident comment room lights switch central switch near bed open individual switches lights,0.9274,Positive
5,hahwhen least expect itbattery wheelchair emptied coming uno restaurant michele italian rushed asked may help need release brake push car next charging station informed former race track driver helped connect outlet ask take 20 minutes replied offer anything coffee juice nope newspapers well said sure introduced director impressed impeccable service indeed assured team ready help said gracie prego replied,0.9059,Positive
