Author,Review Date,Rating,Title,Review Text,Date of Stay,Trip Type
Kainymann,Feb 2016,3.0 of 5 bubbles,"great ""city"" location in Ceby","This hotel is close to Ayala Center Cebu.our rooms is good with big comfortable bed and stableaircondition. Usually I easy get aircondition flu because of the dry cold air.But i notice this time, the room climate is very good and I havent got any flu.Staffs are service-minded and there is nothing to complain about.At this hotel we got value for the money.Read more",February 2016,NA
渝仁陳,Feb 2016,5.0 of 5 bubbles,"Great value, super friendly and helpful staff!","I stayed for one night and really enjoyed here. The rooftop restaurant nightview is amazing! Food is also good. They also offer free drop off and pick up service to Ayala center. The breakfast is good. I forgot to bring my coat when checking out the hotel ! They managed to find it and gave it back to me. I really appreciate it! If I visit Cebu city again, I will stay here again!",February 2016,NA
daniella l,Feb 2016,4.0 of 5 bubbles,Hark The Harolds!,"I am happy to have received a complimentary certificate from Harolds. Reserved a room for February 20, 2016 stay. I requested for an early check-in, like 7:00am, on that date since I have an event to attend to. I understand that I was not given the assurance that I will be accommodated on that morning since it depends upon availability. The day before my check-in, I asked Mr. Richie if there would be room for me. Unfortunately, the hotel is 100% occupied. But I asked Mr. Richie to let me know whether or not there is available room for me. And wow! When I woke up past 5am, I received a text from Harolds that I will be accommodated for an early check-in. They actually texted around 3AM. What a happy creature I am! I mean, they really mean what they say. Hubby and I had a great stay at the hotel. Very clean room, yummy food. I super like the mini danish, croissant and waffle. Their service is awesome and I myself really feel at home. It may only be a one day stay but everything is really worth it. Thank you, Harolds!",February 2016,NA
Jennusy,Feb 2016,5.0 of 5 bubbles,Wonderful Service,"The service is above average; well-trained staff were helpful, accommodating and friendly. What was impressive was that they remember you and what you ordered the night before.  The rooms are new, clean with very comfortable beds and beddings. The food, both at breakfast and at the roof deck also did not disappoint. Many locals frequent this hotel for both breakfast on the ground floor and dinner on the roof deck. I highly recommend this hotel.",December 2015,NA
Franco R,Feb 2016,4.0 of 5 bubbles,First time is unforgetable,"Staying in Cebu for the first time? Stay in this hotel. If you can manage to get one of their suites. It is a jaw dropping experience. It is a 3 star hotel with 5 star rooms and accommodation. really loved it for the value for money. Perfect place for ""staycation"" if you are looking at a reasonably priced hotel,",September 2015,NA
DJ W,Feb 2016,3.0 of 5 bubbles,Hit and Miss,"When we first arrived to the hotel, I was pretty surprised with how nice the hotel was along with how friendly and perceptive the staff were as well as a nicely clean room. Unfortunately at 8pm we realized that there was a club downstairs that were playing very loud music (we were on the 10th floor and it sounded like it was in the room next to us). I called reception and they were quick to get me off of the phone and said they couldn't move us or do anything and that the music should subside between 2am - 4am. We left pretty devastated because we thought it would be worth the money.",February 2016,NA
thirstytravelingman,Feb 2016,4.0 of 5 bubbles,Very good experience,"I've enjoyed every single aspect of this hotel. The staff is very helpful, breakfast large and tasty. The rooftop bar offers an amazing view, with good food and live music during the weekend. The Wifi is very, very slow. Will come back again!",February 2016,NA
Anand S,Feb 2016,5.0 of 5 bubbles,Excellent place to stay,"We stayed for three nights and the Hotel is very very good. They are very clean right from the lobby to your rooms. We were well taken care. On one of the day tours, my wife left her iPhone in the room. We realized this 15 minutes after we had left the hotel.We called the hotel over the phone and informed them about this and request to safe keep it. When we arrived back at hotel, we approached reception and they had it keep it safe and no only that, they wanted to verify that we are the right owners, so they asked for Identification and made sure we are owners before handing it over. Kudos to their procedure which is how it should be.This is safe and not on a very area. Ayala Mall is very near. Plenty of taxi are available or you choose to use their shuttle service which four times in a day. Their breakfast spread is a lot and you are spoilt for choice. Next time I am in Cebu, I will deferentially stay here. Its also a great place is stay with family.",February 2016,NA
Robi C,Feb 2016,4.0 of 5 bubbles,"new hotel, good location","I went here for a business trip and my hubby decided to tag along as it was going to be both our first time in Cebu. Their reservations officer, Ms. Rhona, was very accommodating since Day1. Her email responses were very prompt and she accommodated all the event changes prior to our arrival. Our arrival was actually an hour early as the PAL check-in officer asked us if we wanted to switch to an earlier flight. So we said yes and thankfully, the hotel's front staff accommodated our very early check-in without additional charges. They have clean, spacious rooms. The king sized bed was very comfortable. Buffet breakfast was good. Hotel staff was friendly and always smiling. Location is great as it is very accessible. Too bad they don't have a pool but still, it's a hotel worth recommending.",August 2015,NA
Krisna P,Feb 2016,5.0 of 5 bubbles,Perfection,"I could say that our stay with Harold's is the best thing that happened in our Educational Tour. The people + services = Perfection. Thank you for your warmest welcome, your gesture of hospitality will remain in our memories. Mabuhay!!",January 2016,NA
maltiger,Feb 2016,4.0 of 5 bubbles,New central hotel,"Nice Hotel with good rooms, nice bathroom , very central, good service , very nice breakfast. if you arrive at airport, take white taxi to the Hotel within 30 Min. Central bus station also 30 min away. Shopping center with plenty of restaurants 5-10 min. by taxi",November 2015,NA
Melquiades R,Feb 2016,1.0 of 5 bubbles,Limited danggit,"I just arrived at Harold's to have breakfast and was shocked to learn that they serve danggit only upon request at H Cafe, a supposedly buffet restaurant. Worse, for my companion and myself, they only gave 6 pieces. So that gives us 3 pieces of danggit each. And all along we thought we were in Cebu . Incredible.",February 2016,NA
